time,amplitude
0.364,0.165
0.366,0.173
0.368,0.181
0.37,0.189
0.372,0.197
0.374,0.204
0.376,0.211
0.378,0.218
0.38,0.225
0.382,0.231
0.384,0.237
0.386,0.242
0.388,0.248
0.39,0.253
0.392,0.257
0.394,0.26
0.396,0.261
0.398,0.26
0.4,0.258
0.402,0.256
0.404,0.253
0.406,0.25
0.408,0.248
0.41,0.244
0.412,0.238
0.414,0.23
0.416,0.22
0.418,0.208
0.42,0.194
0.422,0.18
0.424,0.166
0.426,0.152
0.428,0.138
0.43,0.123
0.432,0.108
0.434,0.094
0.436,0.081
0.438,0.068
0.44,0.057
0.442,0.046
0.444,0.036
0.446,0.027
0.448,0.017
0.45,0.009
0.452,0.001
0.454,-0.006
0.456,-0.012
0.458,-0.017
0.46,-0.02
0.462,-0.024
0.464,-0.027
0.466,-0.031
0.468,-0.034
0.47,-0.037
0.472,-0.039
0.474,-0.041
0.476,-0.044
0.478,-0.046
0.48,-0.048
0.482,-0.051
0.484,-0.053
0.486,-0.055
0.488,-0.055
0.49,-0.055
0.492,-0.055
0.494,-0.054
0.496,-0.052
0.498,-0.051
0.5,-0.049
0.502,-0.047
0.504,-0.047
0.506,-0.047
0.508,-0.048
0.51,-0.05
0.512,-0.051
0.514,-0.052
0.516,-0.052
0.518,-0.051
0.52,-0.049
0.522,-0.047
0.524,-0.047
0.526,-0.048
0.528,-0.05
0.53,-0.053
0.532,-0.055
0.534,-0.055
0.536,-0.054
0.538,-0.053
0.54,-0.051
0.542,-0.05
0.544,-0.049
0.546,-0.049
0.548,-0.048
0.55,-0.048
0.552,-0.048
0.554,-0.048
0.556,-0.049
0.558,-0.05
0.56,-0.051
0.562,-0.051
0.564,-0.051
0.566,-0.051
0.568,-0.05
0.57,-0.05
0.572,-0.05
0.574,-0.05
0.576,-0.049
0.578,-0.049
0.58,-0.048
0.582,-0.048
0.584,-0.048
0.586,-0.047
0.588,-0.047
0.59,-0.047
0.592,-0.048
0.594,-0.049
0.596,-0.051
0.598,-0.054
0.6,-0.057
0.602,-0.06
0.604,-0.061
0.606,-0.061
0.608,-0.06
0.61,-0.058
0.612,-0.056
0.614,-0.055
0.616,-0.055
0.618,-0.056
0.62,-0.057
0.622,-0.057
0.624,-0.057
0.626,-0.057
0.628,-0.056
0.63,-0.055
0.632,-0.055
0.634,-0.056
0.636,-0.058
0.638,-0.059
0.64,-0.06
0.642,-0.061
0.644,-0.06
0.646,-0.059
0.648,-0.057
0.65,-0.056
0.652,-0.054
0.654,-0.054
0.656,-0.054
0.658,-0.055
0.66,-0.057
0.662,-0.059
0.664,-0.06
0.666,-0.061
0.668,-0.062
0.67,-0.061
0.672,-0.06
0.674,-0.059
0.676,-0.057
0.678,-0.055
0.68,-0.054
0.682,-0.055
0.684,-0.056
0.686,-0.059
0.688,-0.062
0.69,-0.064
0.692,-0.066
0.694,-0.065
0.696,-0.064
0.698,-0.061
0.7,-0.059
0.702,-0.057
0.704,-0.056
0.706,-0.056
0.708,-0.057
0.71,-0.057
0.712,-0.057
0.714,-0.055
0.716,-0.052
0.718,-0.048
0.72,-0.044
0.722,-0.039
0.724,-0.035
0.726,-0.033
0.728,-0.032
0.73,-0.032
0.732,-0.033
0.734,-0.034
0.736,-0.034
0.738,-0.033
0.74,-0.031
0.742,-0.026
0.744,-0.02
0.746,-0.013
0.748,-0.006
0.75,0.001
0.752,0.006
0.754,0.01
0.756,0.011
0.758,0.012
0.76,0.013
0.762,0.014
0.764,0.018
0.766,0.024
0.768,0.031
0.77,0.037
0.772,0.042
0.774,0.043
0.776,0.04
0.778,0.035
0.78,0.027
0.782,0.017
0.784,0.008
0.786,-0.002
0.788,-0.011
0.79,-0.019
0.792,-0.028
0.794,-0.036
0.796,-0.044
0.798,-0.051
0.8,-0.058
0.802,-0.064
0.804,-0.069
0.806,-0.072
0.808,-0.074
0.81,-0.074
0.812,-0.073
0.814,-0.071
0.816,-0.069
0.818,-0.069
0.82,-0.071
0.822,-0.074
0.824,-0.078
0.826,-0.081
0.828,-0.082
0.83,-0.081
0.832,-0.078
0.834,-0.076
0.836,-0.075
0.838,-0.076
0.84,-0.08
0.842,-0.084
0.844,-0.087
0.846,-0.088
0.848,-0.086
0.85,-0.081
0.852,-0.075
0.854,-0.071
0.856,-0.069
0.858,-0.072
0.86,-0.079
0.862,-0.09
0.864,-0.103
0.866,-0.116
0.868,-0.125
0.87,-0.129
0.872,-0.125
0.874,-0.112
0.876,-0.088
0.878,-0.05
0.88,0.003
0.882,0.074
0.884,0.162
0.886,0.264
0.888,0.374
0.89,0.484
0.892,0.582
0.894,0.662
0.896,0.717
0.898,0.74
0.9,0.726
0.902,0.671
0.904,0.572
0.906,0.433
0.908,0.263
0.91,0.079
0.912,-0.1
0.914,-0.253
0.916,-0.368
0.918,-0.438
0.92,-0.466
0.922,-0.464
0.924,-0.442
0.926,-0.411
0.928,-0.38
0.93,-0.351
0.932,-0.327
0.934,-0.307
0.936,-0.29
0.938,-0.273
0.94,-0.255
0.942,-0.233
0.944,-0.207
0.946,-0.178
0.948,-0.146
0.95,-0.117
0.952,-0.092
0.954,-0.075
0.956,-0.067
0.958,-0.067
0.96,-0.071
0.962,-0.076
0.964,-0.079
0.966,-0.079
0.968,-0.076
0.97,-0.068
0.972,-0.059
0.974,-0.051
0.976,-0.044
0.978,-0.039
0.98,-0.038
0.982,-0.038
0.984,-0.039
0.986,-0.039
0.988,-0.037
0.99,-0.033
0.992,-0.028
0.994,-0.025
0.996,-0.023
0.998,-0.025
1,-0.029
1.002,-0.033
1.004,-0.036
1.006,-0.037
1.008,-0.034
1.01,-0.029
1.012,-0.023
1.014,-0.018
1.016,-0.014
1.018,-0.013
1.02,-0.013
1.022,-0.015
1.024,-0.016
1.026,-0.016
1.028,-0.014
1.03,-0.011
1.032,-0.007
1.034,-0.003
1.036,0
1.038,0.001
1.04,0.002
1.042,0.001
1.044,0
1.046,0
1.048,0.001
1.05,0.002
1.052,0.005
1.054,0.009
1.056,0.012
1.058,0.016
1.06,0.019
1.062,0.022
1.064,0.024
1.066,0.026
1.068,0.028
1.07,0.031
1.072,0.034
1.074,0.037
1.076,0.041
1.078,0.045
1.08,0.049
1.082,0.053
1.084,0.057
1.086,0.06
1.088,0.062
1.09,0.063
1.092,0.064
1.094,0.066
1.096,0.07
1.098,0.075
1.1,0.082
1.102,0.089
1.104,0.097
1.106,0.104
1.108,0.111
1.11,0.119
1.112,0.128
1.114,0.136
1.116,0.145
1.118,0.153
1.12,0.16
1.122,0.166
1.124,0.171
1.126,0.176
1.128,0.182
1.13,0.188
1.132,0.194
1.134,0.201
1.136,0.208
1.138,0.215
1.14,0.222
1.142,0.228
1.144,0.235
1.146,0.241
1.148,0.247
1.15,0.253
1.152,0.258
1.154,0.262
1.156,0.267
1.158,0.271
1.16,0.274
1.162,0.277
1.164,0.278
1.166,0.277
1.168,0.274
1.17,0.268
1.172,0.26
1.174,0.249
1.176,0.238
1.178,0.226
1.18,0.214
1.182,0.203
1.184,0.192
1.186,0.181
1.188,0.169
1.19,0.157
1.192,0.144
1.194,0.13
1.196,0.115
1.198,0.1
1.2,0.085
1.202,0.071
1.204,0.059
1.206,0.048
1.208,0.039
1.21,0.03
1.212,0.022
1.214,0.014
1.216,0.006
1.218,-0.002
1.22,-0.009
1.222,-0.016
1.224,-0.022
1.226,-0.028
1.228,-0.032
1.23,-0.036
1.232,-0.039
1.234,-0.041
1.236,-0.043
1.238,-0.043
1.24,-0.044
1.242,-0.045
1.244,-0.046
1.246,-0.048
1.248,-0.05
1.25,-0.051
1.252,-0.051
1.254,-0.05
1.256,-0.049
1.258,-0.048
1.26,-0.048
1.262,-0.049
1.264,-0.05
1.266,-0.051
1.268,-0.053
1.27,-0.055
1.272,-0.056
1.274,-0.056
1.276,-0.056
1.278,-0.055
1.28,-0.053
1.282,-0.051
1.284,-0.05
1.286,-0.05
1.288,-0.05
1.29,-0.051
1.292,-0.052
1.294,-0.053
1.296,-0.053
1.298,-0.054
1.3,-0.055
1.302,-0.056
1.304,-0.056
1.306,-0.057
1.308,-0.056
1.31,-0.055
1.312,-0.054
1.314,-0.052
1.316,-0.052
1.318,-0.052
1.32,-0.053
1.322,-0.054
1.324,-0.055
1.326,-0.056
1.328,-0.056
1.33,-0.056
1.332,-0.055
1.334,-0.055
1.336,-0.056
1.338,-0.056
1.34,-0.057
1.342,-0.057
1.344,-0.056
1.346,-0.055
1.348,-0.054
1.35,-0.053
1.352,-0.053
1.354,-0.052
1.356,-0.052
1.358,-0.052
1.36,-0.053
1.362,-0.053
1.364,-0.054
1.366,-0.055
1.368,-0.056
1.37,-0.057
1.372,-0.057
1.374,-0.058
1.376,-0.058
1.378,-0.057
1.38,-0.055
1.382,-0.053
1.384,-0.051
1.386,-0.048
1.388,-0.047
1.39,-0.047
1.392,-0.048
1.394,-0.051
1.396,-0.054
1.398,-0.058
1.4,-0.06
1.402,-0.061
1.404,-0.062
1.406,-0.061
1.408,-0.061
1.41,-0.06
1.412,-0.06
1.414,-0.059
1.416,-0.058
1.418,-0.057
1.42,-0.056
1.422,-0.055
1.424,-0.055
1.426,-0.054
1.428,-0.054
1.43,-0.054
1.432,-0.054
1.434,-0.054
1.436,-0.054
1.438,-0.054
1.44,-0.055
1.442,-0.055
1.444,-0.056
1.446,-0.056
1.448,-0.056
1.45,-0.055
1.452,-0.054
1.454,-0.053
1.456,-0.051
1.458,-0.049
1.46,-0.047
1.462,-0.046
1.464,-0.047
1.466,-0.048
1.468,-0.051
1.47,-0.053
1.472,-0.054
1.474,-0.053
1.476,-0.05
1.478,-0.046
1.48,-0.041
1.482,-0.037
1.484,-0.033
1.486,-0.03
1.488,-0.027
1.49,-0.025
1.492,-0.023
1.494,-0.022
1.496,-0.02
1.498,-0.019
1.5,-0.019
1.502,-0.017
1.504,-0.014
1.506,-0.01
1.508,-0.003
1.51,0.005
1.512,0.013
1.514,0.021
1.516,0.026
1.518,0.028
1.52,0.029
1.522,0.028
1.524,0.028
1.526,0.029
1.528,0.032
1.53,0.036
1.532,0.04
1.534,0.044
1.536,0.046
1.538,0.045
1.54,0.043
1.542,0.039
1.544,0.033
1.546,0.025
1.548,0.015
1.55,0.004
1.552,-0.009
1.554,-0.021
1.556,-0.032
1.558,-0.042
1.56,-0.05
1.562,-0.056
1.564,-0.061
1.566,-0.065
1.568,-0.068
1.57,-0.069
1.572,-0.07
1.574,-0.069
1.576,-0.068
1.578,-0.068
1.58,-0.069
1.582,-0.073
1.584,-0.077
1.586,-0.081
1.588,-0.084
1.59,-0.084
1.592,-0.083
1.594,-0.079
1.596,-0.075
1.598,-0.073
1.6,-0.072
1.602,-0.074
1.604,-0.078
1.606,-0.083
1.608,-0.087
1.61,-0.089
1.612,-0.088
1.614,-0.084
1.616,-0.078
1.618,-0.072
1.62,-0.069
1.622,-0.069
1.624,-0.075
1.626,-0.084
1.628,-0.096
1.63,-0.109
1.632,-0.12
1.634,-0.127
1.636,-0.127
1.638,-0.12
1.64,-0.102
1.642,-0.073
1.644,-0.029
1.646,0.032
1.648,0.11
1.65,0.203
1.652,0.307
1.654,0.415
1.656,0.518
1.658,0.607
1.66,0.675
1.662,0.712
1.664,0.712
1.666,0.671
1.668,0.585
1.67,0.456
1.672,0.294
1.674,0.113
1.676,-0.068
1.678,-0.227
1.68,-0.351
1.682,-0.431
1.684,-0.467
1.686,-0.468
1.688,-0.446
1.69,-0.413
1.692,-0.378
1.694,-0.347
1.696,-0.323
1.698,-0.306
1.7,-0.292
1.702,-0.281
1.704,-0.269
1.706,-0.254
1.708,-0.234
1.71,-0.208
1.712,-0.177
1.714,-0.145
1.716,-0.115
1.718,-0.09
1.72,-0.073
1.722,-0.065
1.724,-0.065
1.726,-0.068
1.728,-0.072
1.73,-0.073
1.732,-0.07
1.734,-0.065
1.736,-0.057
1.738,-0.05
1.74,-0.045
1.742,-0.044
1.744,-0.044
1.746,-0.046
1.748,-0.047
1.75,-0.046
1.752,-0.043
1.754,-0.038
1.756,-0.033
1.758,-0.028
1.76,-0.024
1.762,-0.022
1.764,-0.022
1.766,-0.024
1.768,-0.026
1.77,-0.027
1.772,-0.027
1.774,-0.025
1.776,-0.022
1.778,-0.02
1.78,-0.017
1.782,-0.016
1.784,-0.015
1.786,-0.015
1.788,-0.016
1.79,-0.015
1.792,-0.014
1.794,-0.011
1.796,-0.008
1.798,-0.004
1.8,0
1.802,0.002
1.804,0.004
1.806,0.005
1.808,0.006
1.81,0.006
1.812,0.007
1.814,0.009
1.816,0.01
1.818,0.012
1.82,0.014
1.822,0.016
1.824,0.018
1.826,0.02
1.828,0.023
1.83,0.027
1.832,0.031
1.834,0.035
1.836,0.038
1.838,0.041
1.84,0.043
1.842,0.044
1.844,0.045
1.846,0.046
1.848,0.048
1.85,0.051
1.852,0.054
1.854,0.058
1.856,0.064
1.858,0.07
1.86,0.078
1.862,0.085
1.864,0.092
1.866,0.098
1.868,0.103
1.87,0.108
1.872,0.111
1.874,0.115
1.876,0.12
1.878,0.125
1.88,0.131
1.882,0.138
1.884,0.146
1.886,0.154
1.888,0.163
1.89,0.171
1.892,0.179
1.894,0.187
1.896,0.195
1.898,0.204
1.9,0.212
1.902,0.22
1.904,0.227
1.906,0.234
1.908,0.239
1.91,0.244
1.912,0.248
1.914,0.252
1.916,0.256
1.918,0.26
1.92,0.264
1.922,0.268
1.924,0.271
1.926,0.274
1.928,0.276
1.93,0.277
1.932,0.277
1.934,0.274
1.936,0.268
1.938,0.261
1.94,0.252
1.942,0.241
1.944,0.23
1.946,0.218
1.948,0.205
1.95,0.193
1.952,0.179
1.954,0.165
1.956,0.149
1.958,0.133
1.96,0.116
1.962,0.1
1.964,0.085
1.966,0.072
1.968,0.06
1.97,0.049
1.972,0.039
1.974,0.03
1.976,0.021
1.978,0.012
1.98,0.004
1.982,-0.004
1.984,-0.012
1.986,-0.019
1.988,-0.025
1.99,-0.03
1.992,-0.034
1.994,-0.038
1.996,-0.041
